"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","10580","0.0-0.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","","","","","","","","","","","",""
"","","","","","instructions","1","16971","0.0-1.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":6388}]","6389","","","","","","","","","","",""
"","","","","","instructions","2","20959","0.0-2.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":3986}]","3986","","","","","","","","","","",""
"true","","","","","fullscreen","3","23220","0.0-3.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","1242","","","","","","","","","","",""
"","","","","","instructions","4","36430","0.0-4.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":13209}]","13210","","","","","","","","","","",""
"","","","","","instructions","5","45064","0.0-5.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":8632}]","8633","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","49065","0.0-6.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","50681","0.0-7.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","1614","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","54689","0.0-8.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","55774","0.0-9.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","1084","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","59783","0.0-10.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","60483","0.0-11.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","699","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","64485","0.0-12.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","13","65117","0.0-13.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","631","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","",""
"","","","","","instructions","14","66561","0.0-14.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":1443}]","1443","","","","","","","","","","",""
"","","","","","instructions","15","71404","0.0-15.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","[{""page_index"":0,""viewing_time"":4842}]","4842","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","72410","0.0-16.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","17","77412","0.0-17.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","18","78358","0.0-18.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","944","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dinner_party_scheme","schematic_sequence","","","","",""
"","","","","","html-keyboard-response","19","83362","0.0-19.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","20","84185","0.0-20.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","821","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","dinner_party_scheme","schematic_sequence","","","","",""
"","","","","","html-keyboard-response","21","89189","0.0-21.0","F0E86DE3F75D4187B8B5A154AEF7C6EB","019cf4d7-6063-77f1-9050-a8ad94358d67","019cf4c8-1de8-79ec-b3bd-d98520647593","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
