"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","4023","0.0-0.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","5261","0.0-1.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":1237}]","1237","","","","","","","","","","","",""
"","","","","","instructions","2","7585","0.0-2.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":2323}]","2323","","","","","","","","","","","",""
"true","","","","","fullscreen","3","11379","0.0-3.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2788","","","","","","","","","","","",""
"","","","","","instructions","4","20936","0.0-4.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":9548}]","9549","","","","","","","","","","","",""
"","","","","","instructions","5","29734","0.0-5.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":8797}]","8797","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","33837","0.0-6.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","36800","0.0-7.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2960","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","40817","0.0-8.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","42607","0.0-9.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1789","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","46613","0.0-10.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","47421","0.0-11.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","806","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","51570","0.0-12.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","52037","0.0-13.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","","464","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
"","","","","","instructions","14","53621","0.0-14.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":1584}]","1584","","","","","","","","","","","",""
"","","","","","instructions","15","55225","0.0-15.0","79CB650A635E469CA4F6C3FD27813E9E","019cf98d-9ebb-7309-96a0-0ffb16a22c0e","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":1602}]","1603","","","","","","","","","","","",""
