"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","8308","0.0-0.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","","","","","","","","","","","","",""
"","","","","","instructions","1","13959","0.0-1.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":5649}]","5650","","","","","","","","","","","",""
"","","","","","instructions","2","22591","0.0-2.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":8631}]","8631","","","","","","","","","","","",""
"true","","","","","fullscreen","3","26165","0.0-3.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","2559","","","","","","","","","","","",""
"","","","","","instructions","4","54857","0.0-4.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":28691}]","28691","","","","","","","","","","","",""
"","","","","","instructions","5","72627","0.0-5.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":17769}]","17769","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","76641","0.0-6.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","79117","0.0-7.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","2474","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","83131","0.0-8.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","84492","0.0-9.0","11A5BC3C5A924C01A2AB8DD3F80DAAC0","019cf9d0-040d-7909-88fc-6a5a219bae85","019cf9ba-391a-7c7b-96b9-3757895c469c","","1359","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
