"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","6611","0.0-0.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","14278","0.0-1.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":7664}]","7664","","","","","","","","","","","",""
"","","","","","instructions","2","20098","0.0-2.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":5818}]","5819","","","","","","","","","","","",""
"true","","","","","fullscreen","3","23507","0.0-3.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","2403","","","","","","","","","","","",""
"","","","","","instructions","4","50719","0.0-4.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":27209}]","27210","","","","","","","","","","","",""
"","","","","","instructions","5","81132","0.0-5.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":30410}]","30411","","","","","","","","","","","",""
"","","","","","html-button-response","6","84479","0.0-6.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","3343","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","92483","0.0-7.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","visiting_cities_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","8","97488","0.0-8.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","100572","0.0-9.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","3082","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","housework_semantic","","","","","","","",""
"","","","","","html-keyboard-response","10","108575","0.0-10.0","AB105B810FB7406C999D2CA1AFA0EE26","019db62b-01a8-751c-8763-7e80f68ae256","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","housework_semantic","semantic_sequence","4","valuable","","","","",""
