"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","428","0.0-0.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","","","","","","","","","","",""
"","","","","","instructions","1","5063","0.0-1.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":4633}]","4635","","","","","","","","","",""
"","","","","","instructions","2","22274","0.0-2.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":17209}]","17210","","","","","","","","","",""
"true","","","","","fullscreen","3","27849","0.0-3.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","4567","","","","","","","","","",""
"","","","","","instructions","4","44389","0.0-4.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":16537}]","16537","","","","","","","","","",""
"","","","","","instructions","5","50125","0.0-5.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":5735}]","5736","","","","","","","","","",""
"","","","","","html-keyboard-response","6","54138","0.0-6.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","57150","0.0-7.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","61191","0.0-8.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","64218","0.0-9.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","68232","0.0-10.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
