"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","2686","0.0-0.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","","","","","","","","","",""
"","","","","","instructions","1","5750","0.0-1.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":3061}]","3062","","","","","","","","",""
"","","","","","instructions","2","10481","0.0-2.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":4730}]","4730","","","","","","","","",""
"true","","","","","fullscreen","3","12951","0.0-3.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","1467","","","","","","","","",""
"","","","","","instructions","4","20218","0.0-4.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":7265}]","7266","","","","","","","","",""
"","","","","","instructions","5","28517","0.0-5.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":8298}]","8298","","","","","","","","",""
"","","","","","html-keyboard-response","6","32519","0.0-6.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","34234","0.0-7.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","1712","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","38237","0.0-8.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","39100","0.0-9.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","862","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","43104","0.0-10.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","11","43934","0.0-11.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","829","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","",""
"","","","","","html-keyboard-response","12","47936","0.0-12.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","13","49684","0.0-13.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","1747","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","",""
"","","","","","instructions","14","51150","0.0-14.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":1465}]","1466","","","","","","","","",""
"","","","","","html-keyboard-response","15","52152","0.0-15.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","",""
"","","","","","html-keyboard-response","16","57154","0.0-16.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","17","58667","0.0-17.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","1512","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","saving_a_cat_causal","","","",""
"","","","","","html-keyboard-response","18","63670","0.0-18.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","19","64652","0.0-19.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","981","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","2","saving_a_cat_causal","","","",""
"","","","","","html-keyboard-response","20","69655","0.0-20.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","21","70951","0.0-21.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","1294","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","3","saving_a_cat_causal","","","",""
"","","","","","html-keyboard-response","22","75953","0.0-22.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","23","76868","0.0-23.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","913","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","4","saving_a_cat_causal","","","",""
"","","","","","html-keyboard-response","24","81870","0.0-24.0","0956CF464AD845D38024138ABE179627","019ce76a-6dcf-7619-b03d-86c41c553802","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
