"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","37973","0.0-0.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","52572","0.0-1.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":14597}]","14597","","","","","","","","","","","","","","",""
"","","","","","instructions","2","81768","0.0-2.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":29195}]","29195","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","84651","0.0-3.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","1839","","","","","","","","","","","","","","",""
"","","","","","instructions","4","98887","0.0-4.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":14232}]","14233","","","","","","","","","","","","","","",""
"","","","","","instructions","5","238826","0.0-5.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":139933}]","139933","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","242893","0.0-6.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","245898","0.0-7.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","250164","0.0-8.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","250867","0.0-9.0","6519BE1F887E457E8F55DAF5746A82C9","019d6668-b5b7-7d62-bf1b-f5adef6c6cfc","019d6630-2071-75cb-8026-6699844a2719","","700","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","","",""
