"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","8771","0.0-0.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","","","","","","","","","","",""
"","","","","","instructions","1","17230","0.0-1.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":8457}]","8458","","","","","","","","","",""
"","","","","","instructions","2","38471","0.0-2.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":21240}]","21240","","","","","","","","","",""
"true","","","","","fullscreen","3","44773","0.0-3.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","5270","","","","","","","","","",""
"","","","","","instructions","4","51170","0.0-4.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":6396}]","6396","","","","","","","","","",""
"","","","","","instructions","5","57804","0.0-5.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":6634}]","6634","","","","","","","","","",""
"","","","","","html-keyboard-response","6","61818","0.0-6.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","64834","0.0-7.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","68838","0.0-8.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","71846","0.0-9.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","75880","0.0-10.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","78912","0.0-11.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","82935","0.0-12.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","85947","0.0-13.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","4","","","","","",""
"","","","","","instructions","14","114975","0.0-14.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":29027}]","29027","","","","","","","","","",""
"","","","","","instructions","15","121571","0.0-15.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":6595}]","6595","","","","","","","","","",""
"","","","","","instructions","16","149123","0.0-16.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":27542}]","27543","","","","","","","","","",""
"","","","","","html-keyboard-response","17","150146","0.0-17.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","18","155164","0.0-18.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","19","158168","0.0-19.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","1","package_causal","causal_sequence","","","",""
"","","","","","html-keyboard-response","20","163183","0.0-20.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","21","166209","0.0-21.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","2","package_causal","causal_sequence","","","",""
"","","","","","html-keyboard-response","22","171226","0.0-22.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","23","174245","0.0-23.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","3","package_causal","causal_sequence","","","",""
"","","","","","html-keyboard-response","24","179249","0.0-24.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","25","182251","0.0-25.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","4","package_causal","causal_sequence","","","",""
"","","","","","html-keyboard-response","26","187275","0.0-26.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","27","190294","0.0-27.0","CF3FDC171B364B7FBED6300012D923EB","019ced60-097d-7e5b-b6e9-5f7808b3825a","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","5","package_causal","causal_sequence","","","",""
