"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","53165","0.0-0.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","61740","0.0-1.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8573}]","8574","","","","","","","","","",""
"","","","","","instructions","2","70378","0.0-2.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8637}]","8638","","","","","","","","","",""
"true","","","","","fullscreen","3","85703","0.0-3.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","14301","","","","","","","","","",""
"","","","","","instructions","4","97816","0.0-4.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":12112}]","12112","","","","","","","","","",""
"","","","","","instructions","5","112369","0.0-5.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":14552}]","14552","","","","","","","","","",""
"","","","","","html-keyboard-response","6","116371","0.0-6.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","119386","0.0-7.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","123397","0.0-8.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","125180","0.0-9.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1781","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","129190","0.0-10.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","129855","0.0-11.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","664","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","133860","0.0-12.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","134557","0.0-13.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","695","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","",""
"","","","","","instructions","14","137248","0.0-14.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2691}]","2691","","","","","","","","","",""
"","","","","","html-keyboard-response","15","138250","0.0-15.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","143265","0.0-16.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","17","144486","0.0-17.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1220","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","18","149500","0.0-18.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","19","150635","0.0-19.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1134","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","2","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","20","155640","0.0-20.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","21","157085","0.0-21.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1443","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","3","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","22","162087","0.0-22.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","23","163150","0.0-23.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1063","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","4","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","24","168174","0.0-24.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","25","169610","0.0-25.0","3EFE9A331E6B4EC2BA8AB84C72D42F12","019ce886-42ac-7994-9992-9530a31eb681","019ce875-66c2-7f0b-b5e8-086c75889f84","","1435","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","5","saving_a_cat_causal","","","","",""
