"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","5194","0.0-0.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","52652","0.0-1.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":47458}]","47458","","","","","","","","","",""
"","","","","","instructions","2","55723","0.0-2.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":3070}]","3071","","","","","","","","","",""
"true","","","","","fullscreen","3","58080","0.0-3.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","1343","","","","","","","","","",""
"","","","","","instructions","4","107011","0.0-4.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":48930}]","48930","","","","","","","","","",""
"","","","","","instructions","5","140075","0.0-5.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":33064}]","33064","","","","","","","","","",""
"","","","","","html-keyboard-response","6","144078","0.0-6.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","147084","0.0-7.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","151094","0.0-8.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","151852","0.0-9.0","5207BBE00D134197A60FD020A8B4445D","019ce8af-7aed-7ff0-96ff-43363c2565cc","019ce875-66c2-7f0b-b5e8-086c75889f84","","757","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
