"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","2374","0.0-0.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","6697","0.0-1.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":4322}]","4323","","","","","","","","","","","","","","",""
"","","","","","instructions","2","10805","0.0-2.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":4107}]","4108","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","13048","0.0-3.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","1229","","","","","","","","","","","","","","",""
"","","","","","instructions","4","21437","0.0-4.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":8389}]","8389","","","","","","","","","","","","","","",""
"","","","","","instructions","5","25097","0.0-5.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":3660}]","3660","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","29099","0.0-6.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","32103","0.0-7.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","36111","0.0-8.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","37464","0.0-9.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","1353","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","41476","0.0-10.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","42475","0.0-11.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","998","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","46486","0.0-12.0","921F3AD7BDE1490CA9A4BEE0D508B179","019d6652-02eb-762d-b489-c28dbe8fae8a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
