"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","37667","0.0-0.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","118940","0.0-1.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":24751},{""page_index"":1,""viewing_time"":56522}]","81273","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","128089","0.0-2.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","8136","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","148111","0.0-3.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":20019}]","20020","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","150129","0.0-4.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","151141","0.0-5.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","153151","0.0-6.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","156165","0.0-7.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","null","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","157667","0.0-8.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","159678","0.0-9.0","AD436256DB21401A926C1B4381B35D34","01a084c1-7b36-78a9-9f46-3cde68e95da1","01a08481-8c22-71ac-a609-c5138e534643","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
