"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","comparison_type","img_index","block_story","block_info","left_img_path","right_img_path"
"true","false","[]","[]","[]","preload","0","3304","0.0-0.0","","","","","","","","","","","","","",""
"","","","","","instructions","1","27919","0.0-1.0","[{""page_index"":0,""viewing_time"":24614}]","24614","","","","","","","","","","","",""
"","","","","","instructions","2","31277","0.0-2.0","[{""page_index"":0,""viewing_time"":3357}]","3358","","","","","","","","","","","",""
"true","","","","","fullscreen","3","33932","0.0-3.0","","1650","","","","","","","","","","","",""
"","","","","","instructions","4","47294","0.0-4.0","[{""page_index"":0,""viewing_time"":13362}]","13362","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","49297","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","6","54298","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","56867","0.0-7.0","","2567","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","1","","","","","",""
"","","","","","html-keyboard-response","8","61869","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","63690","0.0-9.0","","1819","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","2","","","","","",""
"","","","","","html-keyboard-response","10","68692","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","70031","0.0-11.0","","1337","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","3","","","","","",""
"","","","","","html-keyboard-response","12","75033","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","75958","0.0-13.0","","924","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","4","","","","","",""
"","","","","","html-keyboard-response","14","80960","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","82142","0.0-15.0","","1181","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","5","","","","","",""
"","","","","","html-keyboard-response","16","87144","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_6_a.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
