"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","117474","0.0-0.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","","","","","","","","","","","",""
"","","","","","instructions","1","144878","0.0-1.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":27402}]","27402","","","","","","","","","","",""
"","","","","","instructions","2","208357","0.0-2.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":63478}]","63478","","","","","","","","","","",""
"true","","","","","fullscreen","3","213632","0.0-3.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","4214","","","","","","","","","","",""
"","","","","","instructions","4","238709","0.0-4.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":25076}]","25077","","","","","","","","","","",""
"","","","","","instructions","5","251526","0.0-5.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":12816}]","12817","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","255543","0.0-6.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","258558","0.0-7.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","262569","0.0-8.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","263405","0.0-9.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","835","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","267419","0.0-10.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","267973","0.0-11.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","552","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","271984","0.0-12.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","13","272453","0.0-13.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","468","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","",""
"","","","","","instructions","14","276284","0.0-14.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":3831}]","3832","","","","","","","","","","",""
"","","","","","instructions","15","284685","0.0-15.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","[{""page_index"":0,""viewing_time"":8400}]","8400","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","285692","0.0-16.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","17","290709","0.0-17.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","18","291869","0.0-18.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","1159","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","hotel_scheme","schematic_sequence","","","","",""
"","","","","","html-keyboard-response","19","296875","0.0-19.0","7DC2E181C3254780A1D8F8D0539AB910","019cf70e-7440-748f-a966-35a306f64872","019cf6fe-235e-7d95-bb9b-b011d2fe188e","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
