"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","6340","0.0-0.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","","","","","","","","","",""
"","","","","","instructions","1","7869","0.0-1.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":1528}]","1528","","","","","","","","",""
"","","","","","instructions","2","10380","0.0-2.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":2510}]","2511","","","","","","","","",""
"true","","","","","fullscreen","3","13067","0.0-3.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","1681","","","","","","","","",""
"","","","","","instructions","4","22196","0.0-4.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":9128}]","9128","","","","","","","","",""
"","","","","","instructions","5","30646","0.0-5.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":8449}]","8450","","","","","","","","",""
"","","","","","html-keyboard-response","6","34663","0.0-6.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","36196","0.0-7.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","1532","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","40205","0.0-8.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","40853","0.0-9.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","647","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","44868","0.0-10.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","11","45373","0.0-11.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","504","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","",""
"","","","","","html-keyboard-response","12","49376","0.0-12.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","13","49914","0.0-13.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","537","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","",""
"","","","","","instructions","14","51347","0.0-14.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":1433}]","1433","","","","","","","","",""
"","","","","","html-keyboard-response","15","52353","0.0-15.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","",""
"","","","","","html-keyboard-response","16","57363","0.0-16.0","BCF1104BBF8B4C4A8EE80B9D598175B0","019ce67a-3af2-776a-a6bf-1f3ff929fc4a","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
