"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","4205","0.0-0.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","","","","","","","","","","",""
"","","","","","instructions","1","8239","0.0-1.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":4033}]","4033","","","","","","","","","",""
"","","","","","instructions","2","377445","0.0-2.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":369180}]","369183","","","","","","","","","",""
"true","","","","","fullscreen","3","380074","0.0-3.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","1626","","","","","","","","","",""
"","","","","","instructions","4","393208","0.0-4.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":13133}]","13134","","","","","","","","","",""
"","","","","","instructions","5","408343","0.0-5.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":15134}]","15134","","","","","","","","","",""
"","","","","","html-keyboard-response","6","412346","0.0-6.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","414771","0.0-7.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","2423","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","418774","0.0-8.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","419858","0.0-9.0","BDF66B58F9F349CC9D1D4F3A169170A0","019cefe2-066b-70ee-bcea-faf85348d3b4","019cef87-c56d-7b55-9135-c5814367ec25","","1083","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
