"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","2022","0.0-0.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","4378","0.0-1.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2355}]","2355","","","","","","","","","",""
"","","","","","instructions","2","8944","0.0-2.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":4565}]","4565","","","","","","","","","",""
"true","","","","","fullscreen","3","12048","0.0-3.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","2100","","","","","","","","","",""
"","","","","","instructions","4","24027","0.0-4.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":11978}]","11978","","","","","","","","","",""
"","","","","","instructions","5","30020","0.0-5.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":5991}]","5992","","","","","","","","","",""
"","","","","","html-keyboard-response","6","34028","0.0-6.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","35511","0.0-7.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","1475","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","39519","0.0-8.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","40654","0.0-9.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","1130","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","44661","0.0-10.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","45407","0.0-11.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","738","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","49415","0.0-12.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","50206","0.0-13.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","784","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","",""
"","","","","","instructions","14","51784","0.0-14.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1578}]","1578","","","","","","","","","",""
"","","","","","html-keyboard-response","15","52786","0.0-15.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","57794","0.0-16.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","17","59061","0.0-17.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","1258","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","museum_causal","","","","",""
"","","","","","html-keyboard-response","18","64068","0.0-18.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","19","64955","0.0-19.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","881","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","2","museum_causal","","","","",""
"","","","","","html-keyboard-response","20","69962","0.0-20.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_3.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","21","71077","0.0-21.0","7E26CECB89A04177BE362D7B6954001B","019ce87e-e265-7a8f-ba29-0384942e4781","019ce875-66c2-7f0b-b5e8-086c75889f84","","1107","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_3.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","3","museum_causal","","","","",""
