"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","4343","0.0-0.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","","","","","","","","","","","","",""
"","","","","","instructions","1","6538","0.0-1.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":2195}]","2195","","","","","","","","","","","",""
"","","","","","instructions","2","13382","0.0-2.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":6843}]","6843","","","","","","","","","","","",""
"true","","","","","fullscreen","3","15622","0.0-3.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","1239","","","","","","","","","","","",""
"","","","","","instructions","4","23578","0.0-4.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":7955}]","7955","","","","","","","","","","","",""
"","","","","","instructions","5","27046","0.0-5.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":3467}]","3467","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","31050","0.0-6.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","34073","0.0-7.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","38077","0.0-8.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","40409","0.0-9.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","2332","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","44423","0.0-10.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","45274","0.0-11.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","850","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","49280","0.0-12.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","52285","0.0-13.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","4","","","","","","","",""
"","","","","","instructions","14","74560","0.0-14.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":22276}]","22276","","","","","","","","","","","",""
"","","","","","instructions","15","78232","0.0-15.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":3671}]","3671","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","83478","0.0-16.0","0F422D39CFE04D82A0216F6934D5FBDE","019cf9cd-c456-7286-8759-4f2c2f6f14ee","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
