"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","5512","0.0-0.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","7473","0.0-1.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":1960}]","1960","","","","","","","","","","","","","",""
"","","","","","instructions","2","10521","0.0-2.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":3047}]","3048","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","13259","0.0-3.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","1720","","","","","","","","","","","","","",""
"","","","","","instructions","4","19883","0.0-4.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":6623}]","6623","","","","","","","","","","","","","",""
"","","","","","instructions","5","33206","0.0-5.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":13322}]","13323","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","37209","0.0-6.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","38615","0.0-7.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","1403","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","42623","0.0-8.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","43710","0.0-9.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","1085","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","",""
"","","","","","html-keyboard-response","10","47712","0.0-10.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","11","48646","0.0-11.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","932","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","",""
"","","","","","html-keyboard-response","12","52653","0.0-12.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","13","53104","0.0-13.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","450","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","",""
"","","","","","instructions","14","54793","0.0-14.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":1688}]","1689","","","","","","","","","","","","","",""
"","","","","","instructions","15","60538","0.0-15.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":5744}]","5744","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","65548","0.0-16.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","70559","0.0-17.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","18","71337","0.0-18.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","777","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","19","76349","0.0-19.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","20","76947","0.0-20.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","598","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","21","81952","0.0-21.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","22","82496","0.0-22.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","543","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","23","87505","0.0-23.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","24","88141","0.0-24.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","635","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","25","93157","0.0-25.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","26","93719","0.0-26.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","560","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","27","98730","0.0-27.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","28","99171","0.0-28.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","440","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","29","104177","0.0-29.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","30","104634","0.0-30.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","456","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","31","109635","0.0-31.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","32","110137","0.0-32.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","500","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","33","115143","0.0-33.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","34","115607","0.0-34.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","462","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","35","120608","0.0-35.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","36","121113","0.0-36.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","503","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","37","126129","0.0-37.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","131143","0.0-38.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","39","131577","0.0-39.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","433","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","the_performance_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","40","136592","0.0-40.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","41","137437","0.0-41.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","843","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","the_performance_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","42","142440","0.0-42.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","43","142999","0.0-43.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","559","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","the_performance_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","44","148007","0.0-44.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","45","148548","0.0-45.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","540","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","the_performance_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","46","153564","0.0-46.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","47","154345","0.0-47.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","779","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","the_performance_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","48","159351","0.0-48.0","325787D7E6CA4328A287C32674A4F5B2","019dac5f-ce88-79f9-8cfb-112f0c7fcdeb","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
