"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","25419","0.0-0.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","59398","0.0-1.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":33978}]","33978","","","","","","","","","",""
"","","","","","instructions","2","61808","0.0-2.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2410}]","2410","","","","","","","","","",""
"true","","","","","fullscreen","3","330772","0.0-3.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","267954","","","","","","","","","",""
"","","","","","instructions","4","332060","0.0-4.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1288}]","1288","","","","","","","","","",""
"","","","","","instructions","5","333774","0.0-5.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1713}]","1713","","","","","","","","","",""
"","","","","","html-keyboard-response","6","337782","0.0-6.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","339732","0.0-7.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","1949","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","343734","0.0-8.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","344430","0.0-9.0","A3225197A57D498187805738CB466F18","019ce87f-1dd2-7c3d-95fa-f7ae5b0e4ab6","019ce875-66c2-7f0b-b5e8-086c75889f84","","695","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
