"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","4865","0.0-0.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","74718","0.0-1.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":5805},{""page_index"":1,""viewing_time"":64047}]","69852","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","78509","0.0-2.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2777","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","93278","0.0-3.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":14768}]","14768","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","95286","0.0-4.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","96292","0.0-5.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","98300","0.0-6.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","100802","0.0-7.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2501","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","102310","0.0-8.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","104327","0.0-9.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","105340","0.0-10.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","107355","0.0-11.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""></div>","null","practice_S2","museum_causal","","","","","","","","","","","",""
"","","","","","html-button-response","12","109788","0.0-12.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2432","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","practice_attention_check","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","111299","0.0-13.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","instructions","14","113129","0.0-14.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":1830}]","1830","","","","","","","","","","","","","","","",""
"","","","","","instructions","15","115064","0.0-15.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":1934}]","1934","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","117069","0.0-16.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image""></div>","null","phase1_S1","museum_causal","descending","medium","7","1","","","","","","","",""
"","","","","","html-keyboard-response","17","118074","0.0-17.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","120085","0.0-18.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","phase1_S2","museum_causal","descending","medium","","","","","","","","","",""
"","","","","","html-button-response","19","122118","0.0-19.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2031","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","123622","0.0-20.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","125625","0.0-21.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image""></div>","null","phase1_S1","dog_causal","ascending","high","4","5","","","","","","","",""
"","","","","","html-keyboard-response","22","126633","0.0-22.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","128641","0.0-23.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image""></div>","null","phase1_S2","dog_causal","ascending","high","","","","","","","","","",""
"","","","","","html-button-response","24","129667","0.0-24.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","1025","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","dog_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","131169","0.0-25.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","133171","0.0-26.0","DD54EE177B2F46879A0347855CAB9C74","01a084ca-b0d0-7125-9098-9b26abd58821","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_9.png"" class=""exp-image""></div>","null","phase1_S1","museum_causal","descending","high","9","6","","","","","","","",""
