"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","41724","0.0-0.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","487010","0.0-1.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":445282}]","445284","","","","","","","","","",""
"","","","","","instructions","2","495491","0.0-2.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8480}]","8481","","","","","","","","","",""
"true","","","","","fullscreen","3","499143","0.0-3.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","2635","","","","","","","","","",""
"","","","","","instructions","4","597615","0.0-4.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":98470}]","98471","","","","","","","","","",""
"","","","","","instructions","5","650126","0.0-5.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":52510}]","52511","","","","","","","","","",""
"","","","","","html-keyboard-response","6","654137","0.0-6.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","657140","0.0-7.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","661157","0.0-8.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","662178","0.0-9.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","1018","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","666194","0.0-10.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","667196","0.0-11.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","1001","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","671203","0.0-12.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","672147","0.0-13.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","943","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","",""
"","","","","","instructions","14","675631","0.0-14.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":3483}]","3483","","","","","","","","","",""
"","","","","","html-keyboard-response","15","676643","0.0-15.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","681660","0.0-16.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","17","682748","0.0-17.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","1085","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","package_causal","","","","",""
"","","","","","html-keyboard-response","18","687771","0.0-18.0","98C1B1815EF04573906DAD706F109BD0","019ce87c-2580-7d1a-b440-622267a07736","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
