"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","13879","0.0-0.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","","","","","","","","","","","",""
"","","","","","instructions","1","18757","0.0-1.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","[{""page_index"":0,""viewing_time"":4875}]","4876","","","","","","","","","","",""
"","","","","","instructions","2","85493","0.0-2.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","[{""page_index"":0,""viewing_time"":66733}]","66735","","","","","","","","","","",""
"true","","","","","fullscreen","3","88309","0.0-3.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","1746","","","","","","","","","","",""
"","","","","","instructions","4","95584","0.0-4.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","[{""page_index"":0,""viewing_time"":7275}]","7275","","","","","","","","","","",""
"","","","","","instructions","5","107176","0.0-5.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","[{""page_index"":0,""viewing_time"":11590}]","11591","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","111191","0.0-6.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","113818","0.0-7.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","2624","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","117824","0.0-8.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","118812","0.0-9.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","987","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","122824","0.0-10.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","123599","0.0-11.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","774","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","127608","0.0-12.0","EF8ADA1DD96D45ECB81A2E6825203E68","019cf7c3-bb37-74ae-8abb-44c4d1e9a337","019cf7bd-52b9-7f96-9138-a5960b400b31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
