"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index","valuable_folder","neutral_folder","correct_choice"
"true","false","[]","[]","[]","preload","0","8311","0.0-0.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","","","","","","","","","","","","","",""
"","","","","","instructions","1","10535","0.0-1.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":2223}]","2224","","","","","","","","","","","","",""
"","","","","","instructions","2","12733","0.0-2.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":2198}]","2198","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","14828","0.0-3.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","1086","","","","","","","","","","","","",""
"","","","","","instructions","4","56783","0.0-4.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":41955}]","41955","","","","","","","","","","","","",""
"","","","","","instructions","5","57815","0.0-5.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":1031}]","1031","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","61824","0.0-6.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","64834","0.0-7.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","",""
"","","","","","html-keyboard-response","8","68841","0.0-8.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","69671","0.0-9.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","829","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","",""
"","","","","","html-keyboard-response","10","73673","0.0-10.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","11","75244","0.0-11.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","1571","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","",""
"","","","","","html-keyboard-response","12","79249","0.0-12.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","13","79966","0.0-13.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","717","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","",""
"","","","","","instructions","14","81184","0.0-14.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":1217}]","1217","","","","","","","","","","","","",""
"","","","","","instructions","15","83641","0.0-15.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":2457}]","2457","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","84652","0.0-16.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","89652","0.0-17.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","18","90413","0.0-18.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","760","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","19","95415","0.0-19.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","20","96209","0.0-20.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","793","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","21","101214","0.0-21.0","067F98EEB233492ABF5563CF1E969931","019cee1c-6d61-7a7a-85e2-30e2bfc3380c","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
