"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","2680","0.0-0.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","5915","0.0-1.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":3233}]","3234","","","","","","","","","","","",""
"","","","","","instructions","2","12622","0.0-2.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":6706}]","6707","","","","","","","","","","","",""
"true","","","","","fullscreen","3","18021","0.0-3.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","4396","","","","","","","","","","","",""
"","","","","","instructions","4","39718","0.0-4.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":21696}]","21697","","","","","","","","","","","",""
"","","","","","instructions","5","53567","0.0-5.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":13849}]","13849","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","57583","0.0-6.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","59477","0.0-7.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1892","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","63485","0.0-8.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","64628","0.0-9.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1141","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","68635","0.0-10.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","70050","0.0-11.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1414","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","74051","0.0-12.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","75863","0.0-13.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1810","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
"","","","","","instructions","14","77784","0.0-14.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":1921}]","1921","","","","","","","","","","","",""
"","","","","","instructions","15","94764","0.0-15.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":16979}]","16979","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","99776","0.0-16.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","17","100778","0.0-17.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","101974","0.0-18.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1195","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","19","102977","0.0-19.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","20","104528","0.0-20.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1550","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","21","105530","0.0-21.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","22","106720","0.0-22.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1189","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","23","107722","0.0-23.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","108981","0.0-24.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1257","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","25","109982","0.0-25.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","26","111152","0.0-26.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1168","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","27","112155","0.0-27.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","28","113051","0.0-28.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","895","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","29","114059","0.0-29.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","115044","0.0-30.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","984","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","31","116049","0.0-31.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","32","116961","0.0-32.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","912","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","33","117977","0.0-33.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","34","118771","0.0-34.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","793","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","35","119786","0.0-35.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","120646","0.0-36.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","858","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","exploring_nature_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","37","125653","0.0-37.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","38","126655","0.0-38.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","128126","0.0-39.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1470","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","self_care_activities_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","40","129142","0.0-40.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","41","130695","0.0-41.0","E7B350C4F0A8405E9588C00FEE738204","019cf98d-c8a8-7782-940f-bb6c88b80b70","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1552","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","self_care_activities_semantic","semantic_sequence","randomized","","","","",""
