"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","3970","0.0-0.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","6179","0.0-1.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2210}]","2210","","","","","","","","","",""
"","","","","","instructions","2","10744","0.0-2.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":4563}]","4564","","","","","","","","","",""
"true","","","","","fullscreen","3","13245","0.0-3.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","1496","","","","","","","","","",""
"","","","","","instructions","4","17828","0.0-4.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":4582}]","4582","","","","","","","","","",""
"","","","","","instructions","5","20566","0.0-5.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2736}]","2736","","","","","","","","","",""
"","","","","","html-keyboard-response","6","24569","0.0-6.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","25811","0.0-7.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","1240","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","29815","0.0-8.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","30599","0.0-9.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","783","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","34605","0.0-10.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","35770","0.0-11.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","1164","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","39776","0.0-12.0","68F7FB8FDAA247559572564C7042FB6D","019ce877-977d-781b-a5a8-85959e41fee4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
