"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","9873","0.0-0.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","13746","0.0-1.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3872}]","3872","","","","","","","","","","","",""
"","","","","","instructions","2","17525","0.0-2.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3779}]","3779","","","","","","","","","","","",""
"true","","","","","fullscreen","3","20211","0.0-3.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","1672","","","","","","","","","","","",""
"","","","","","instructions","4","25954","0.0-4.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":5742}]","5742","","","","","","","","","","","",""
"","","","","","instructions","5","34007","0.0-5.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":8052}]","8053","","","","","","","","","","","",""
"","","","","","html-button-response","6","38006","0.0-6.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","3998","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","supermarket_scheme","","","","","","","",""
"","","","","","html-keyboard-response","7","46008","0.0-7.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","supermarket_scheme","schematic_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","8","51009","0.0-8.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","55114","0.0-9.0","4EF26FCC2B1C465E98C50DDAFC3AD905","019db62c-70ac-785c-b3d1-e9322a9421a0","019db609-2a35-76b9-807a-e0c4c153f4bb","","4103","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
