"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","12811","0.0-0.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","","","","","","","","","",""
"","","","","","instructions","1","16562","0.0-1.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","[{""page_index"":0,""viewing_time"":3749}]","3749","","","","","","","","",""
"","","","","","instructions","2","84162","0.0-2.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","[{""page_index"":0,""viewing_time"":67599}]","67599","","","","","","","","",""
"true","","","","","fullscreen","3","87077","0.0-3.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","1901","","","","","","","","",""
"","","","","","instructions","4","98029","0.0-4.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","[{""page_index"":0,""viewing_time"":10951}]","10951","","","","","","","","",""
"","","","","","instructions","5","111745","0.0-5.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","[{""page_index"":0,""viewing_time"":13715}]","13716","","","","","","","","",""
"","","","","","html-keyboard-response","6","115751","0.0-6.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","117926","0.0-7.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","2172","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","121942","0.0-8.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","124011","0.0-9.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","2067","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","128028","0.0-10.0","1362CD0323284FD39D216722CB720F93","019ce644-6b7d-7bf8-b7ac-63978d8c9650","019ce621-c902-75a6-af36-962d82cab856","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
