"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index","valuable_folder","neutral_folder","correct_choice"
"true","false","[]","[]","[]","preload","0","1778","0.0-0.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","","","","","","","","","","","","","",""
"","","","","","instructions","1","26694","0.0-1.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":24915}]","24916","","","","","","","","","","","","",""
"","","","","","instructions","2","29019","0.0-2.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":2324}]","2324","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","32652","0.0-3.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","2628","","","","","","","","","","","","",""
"","","","","","instructions","4","69166","0.0-4.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":36514}]","36514","","","","","","","","","","","","",""
"","","","","","instructions","5","78525","0.0-5.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":9357}]","9358","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","82533","0.0-6.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","83881","0.0-7.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","1345","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","",""
"","","","","","html-keyboard-response","8","87884","0.0-8.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","88708","0.0-9.0","D6C205933CD040E9A042F0C275CD4C0D","019ceda5-819b-7438-88a7-86093240bd28","019ceda4-7502-7cd5-b642-b8a83a30c71c","","823","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","",""
