"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","5363","0.0-0.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","13549","0.0-1.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8184}]","8185","","","","","","","","","",""
"","","","","","instructions","2","16267","0.0-2.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2718}]","2718","","","","","","","","","",""
"true","","","","","fullscreen","3","19524","0.0-3.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","2248","","","","","","","","","",""
"","","","","","instructions","4","27957","0.0-4.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8431}]","8431","","","","","","","","","",""
"","","","","","instructions","5","35709","0.0-5.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":7751}]","7751","","","","","","","","","",""
"","","","","","html-keyboard-response","6","39710","0.0-6.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","41089","0.0-7.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","1378","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","45094","0.0-8.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","45937","0.0-9.0","14A935C873804DC38902F3900DF28F8E","019ce87d-9989-7348-bb6e-03409cbefbf1","019ce875-66c2-7f0b-b5e8-086c75889f84","","837","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
