"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","5318","0.0-0.0","tx6qkggmgn0w8ka","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","31031","0.0-1.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":25712}]","25713","","","","","","","","","","","","","",""
"","","","","","instructions","2","85609","0.0-2.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":54579}]","54579","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","89929","0.0-3.0","tx6qkggmgn0w8ka","","","","3317","","","","","","","","","","","","","",""
"","","","","","instructions","4","109720","0.0-4.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":19791}]","19791","","","","","","","","","","","","","",""
"","","","","","instructions","5","141858","0.0-5.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":32138}]","32139","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","145862","0.0-6.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","148868","0.0-7.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","null","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","152872","0.0-8.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","155877","0.0-9.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","null","example_question","2","","","","","","","","","",""
"","","","","","html-keyboard-response","10","159880","0.0-10.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","11","161831","0.0-11.0","tx6qkggmgn0w8ka","","","","1949","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","3","","","","","","","","","",""
"","","","","","html-keyboard-response","12","165833","0.0-12.0","tx6qkggmgn0w8ka","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","13","168069","0.0-13.0","tx6qkggmgn0w8ka","","","","2234","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","4","","","","","","","","","",""
"","","","","","instructions","14","170821","0.0-14.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":2752}]","2752","","","","","","","","","","","","","",""
"","","","","","instructions","15","186918","0.0-15.0","tx6qkggmgn0w8ka","","","[{""page_index"":0,""viewing_time"":16095}]","16096","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","191920","0.0-16.0","tx6qkggmgn0w8ka","","","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","196924","0.0-17.0","tx6qkggmgn0w8ka","","","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","18","198631","0.0-18.0","tx6qkggmgn0w8ka","","","","1705","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","chronological","","","","","","",""
"","","","","","html-keyboard-response","19","203633","0.0-19.0","tx6qkggmgn0w8ka","","","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
