"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","value","version","comparison_type","block_story","block_info","left_path","right_path"
"true","false","[]","[]","[]","preload","0","4496","0.0-0.0","","","","","","","","","","","","","","",""
"","","","","","instructions","1","433101","0.0-1.0","[{""page_index"":0,""viewing_time"":428618}]","428618","","","","","","","","","","","","",""
"","","","","","instructions","2","468658","0.0-2.0","[{""page_index"":0,""viewing_time"":35557}]","35558","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","470910","0.0-3.0","","1248","","","","","","","","","","","","",""
"","","","","","instructions","4","472458","0.0-4.0","[{""page_index"":0,""viewing_time"":1547}]","1547","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","474461","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","479462","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","482464","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","null","observation","story_3","story","1","","","","","","",""
"","","","","","html-keyboard-response","8","487465","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","490129","0.0-9.0","","2662","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","story_3","story","2","","","","","","",""
"","","","","","html-keyboard-response","10","495130","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","11","497097","0.0-11.0","","1965","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","3","","","","","","",""
"","","","","","html-keyboard-response","12","502097","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","13","502931","0.0-13.0","","833","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","story_3","story","4","","","","","","",""
"","","","","","html-keyboard-response","14","507932","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
