"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","11075","0.0-0.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","13819","0.0-1.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":2744}]","2744","","","","","","","","","","","",""
"","","","","","instructions","2","19150","0.0-2.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":5320}]","5321","","","","","","","","","","","",""
"true","","","","","fullscreen","3","21428","0.0-3.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1262","","","","","","","","","","","",""
"","","","","","instructions","4","35444","0.0-4.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":14015}]","14015","","","","","","","","","","","",""
"","","","","","instructions","5","51052","0.0-5.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":15606}]","15607","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","55055","0.0-6.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","57997","0.0-7.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2939","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","62001","0.0-8.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","63843","0.0-9.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1841","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","67846","0.0-10.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","68472","0.0-11.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","624","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","72475","0.0-12.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","74717","0.0-13.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2241","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
"","","","","","instructions","14","75967","0.0-14.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":1249}]","1249","","","","","","","","","","","",""
"","","","","","instructions","15","78053","0.0-15.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":2085}]","2086","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","83055","0.0-16.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","17","84071","0.0-17.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","85358","0.0-18.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1286","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","19","86373","0.0-19.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","20","88883","0.0-20.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2509","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","21","89891","0.0-21.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","22","92141","0.0-22.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2249","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","23","93157","0.0-23.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","95110","0.0-24.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1952","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","25","96121","0.0-25.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","26","99137","0.0-26.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","7","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","27","100139","0.0-27.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","28","102131","0.0-28.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1991","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","29","103140","0.0-29.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","104580","0.0-30.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1439","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","31","105581","0.0-31.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","32","106725","0.0-32.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1143","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","33","107726","0.0-33.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","34","108649","0.0-34.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","922","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","35","109653","0.0-35.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","110536","0.0-36.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","882","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","kitchen_operations_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","37","115541","0.0-37.0","F1A8AA92975D4B689D4AB13B7B8AC7DE","019cf9a5-924c-77bf-838a-29377d7221f8","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
