"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index","valuable_folder","neutral_folder","correct_choice"
"true","false","[]","[]","[]","preload","0","4386","0.0-0.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","","","","","","","","","","","","","",""
"","","","","","instructions","1","62826","0.0-1.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":58439}]","58440","","","","","","","","","","","","",""
"","","","","","instructions","2","65684","0.0-2.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":2857}]","2858","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","68171","0.0-3.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1482","","","","","","","","","","","","",""
"","","","","","instructions","4","75662","0.0-4.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":7491}]","7491","","","","","","","","","","","","",""
"","","","","","instructions","5","79066","0.0-5.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":3403}]","3404","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","83069","0.0-6.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","85870","0.0-7.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","2799","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","",""
"","","","","","html-keyboard-response","8","89872","0.0-8.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","91625","0.0-9.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1752","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","","",""
"","","","","","html-keyboard-response","10","95627","0.0-10.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","11","96858","0.0-11.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1229","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","",""
"","","","","","html-keyboard-response","12","100860","0.0-12.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","13","102312","0.0-13.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1451","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","",""
"","","","","","instructions","14","104692","0.0-14.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":2379}]","2380","","","","","","","","","","","","",""
"","","","","","instructions","15","110482","0.0-15.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","[{""page_index"":0,""viewing_time"":5790}]","5790","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","111484","0.0-16.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","116486","0.0-17.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","18","117948","0.0-18.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1461","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","19","122951","0.0-19.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","20","124047","0.0-20.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1095","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","2","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","21","129049","0.0-21.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","22","130134","0.0-22.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","1085","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","3","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","23","135137","0.0-23.0","8E593DF86F9E4D25BBBD31C589B243E8","019cedd1-f13e-724c-aad4-1f45dcc84150","019cedc9-bfe1-7bb5-8857-de065a1e03dd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
