"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","23038","0.0-0.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","61436","0.0-1.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":8997},{""page_index"":1,""viewing_time"":29399}]","38396","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","75235","0.0-2.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","12543","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","101491","0.0-3.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":26255}]","26255","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","103496","0.0-4.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","104505","0.0-5.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","106507","0.0-6.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","109515","0.0-7.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","null","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","111019","0.0-8.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","113034","0.0-9.0","7DC2E181C3254780A1D8F8D0539AB910","01a084c2-3d8a-731f-83e4-b33964874b4e","01a0846f-8deb-7e18-9df2-3ca4a0a425ad","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
