"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","4946","0.0-0.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","","","","","","","","","","","","",""
"","","","","","instructions","1","6670","0.0-1.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":1723}]","1723","","","","","","","","","","","",""
"","","","","","instructions","2","8765","0.0-2.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":2093}]","2094","","","","","","","","","","","",""
"true","","","","","fullscreen","3","11057","0.0-3.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","1286","","","","","","","","","","","",""
"","","","","","instructions","4","16709","0.0-4.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":5651}]","5651","","","","","","","","","","","",""
"","","","","","instructions","5","21822","0.0-5.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","[{""page_index"":0,""viewing_time"":5113}]","5113","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","25825","0.0-6.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","28402","0.0-7.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","2575","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","32404","0.0-8.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","33599","0.0-9.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","1194","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","37601","0.0-10.0","45E4350FB3BD4822A222C9615DB454A6","019cf9ca-c06b-7bf6-94a4-1c97b51bf173","019cf9ba-391a-7c7b-96b9-3757895c469c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
