"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","comparison_type","img_index","block_story","block_info","left_img_path","right_img_path"
"true","false","[]","[]","[]","preload","0","3659","0.0-0.0","","","","","","","","","","","","","",""
"","","","","","instructions","1","106631","0.0-1.0","[{""page_index"":0,""viewing_time"":102971}]","102971","","","","","","","","","","","",""
"","","","","","instructions","2","109398","0.0-2.0","[{""page_index"":0,""viewing_time"":2765}]","2765","","","","","","","","","","","",""
"true","","","","","fullscreen","3","111616","0.0-3.0","","1216","","","","","","","","","","","",""
"","","","","","instructions","4","113182","0.0-4.0","[{""page_index"":0,""viewing_time"":1564}]","1564","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","115183","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","6","120186","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","123189","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","null","observation","info_4","info","1","","","","","",""
"","","","","","html-keyboard-response","8","128191","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","129165","0.0-9.0","","972","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","2","","","","","",""
"","","","","","html-keyboard-response","10","134167","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","135148","0.0-11.0","","980","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","3","","","","","",""
"","","","","","html-keyboard-response","12","140150","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","140499","0.0-13.0","","347","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","4","","","","","",""
"","","","","","html-keyboard-response","14","145501","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","145581","0.0-15.0","","78","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","info_4","info","5","","","","","",""
"","","","","","html-keyboard-response","16","150582","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_6_a.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","17","151265","0.0-17.0","","681","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_6_a.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","0","observation","info_4","info","6","","","","","",""
"","","","","","html-keyboard-response","18","153266","0.0-18.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","19","158268","0.0-19.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","20","159214","0.0-20.0","","944","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_1","story","1","","","","","",""
