"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","7528","0.0-0.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","","","","","","","","","","",""
"","","","","","instructions","1","17463","0.0-1.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":9934}]","9935","","","","","","","","","",""
"","","","","","instructions","2","22607","0.0-2.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":5143}]","5143","","","","","","","","","",""
"true","","","","","fullscreen","3","33174","0.0-3.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","9551","","","","","","","","","",""
"","","","","","instructions","4","43135","0.0-4.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":9960}]","9960","","","","","","","","","",""
"","","","","","instructions","5","49834","0.0-5.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":6699}]","6699","","","","","","","","","",""
"","","","","","html-keyboard-response","6","53838","0.0-6.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","54915","0.0-7.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","1076","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","58919","0.0-8.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","59686","0.0-9.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","767","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","63693","0.0-10.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","64291","0.0-11.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","596","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","68296","0.0-12.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","68693","0.0-13.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","396","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","",""
"","","","","","instructions","14","71086","0.0-14.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":2393}]","2393","","","","","","","","","",""
"","","","","","instructions","15","73797","0.0-15.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":2710}]","2710","","","","","","","","","",""
"","","","","","html-keyboard-response","16","74808","0.0-16.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","17","79811","0.0-17.0","923D08CFD0894720B1F1D5D4C8C30F80","019ced85-6c66-7d16-902a-b660eabcc026","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
