"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","2771","0.0-0.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","4063","0.0-1.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1290}]","1291","","","","","","","","","",""
"","","","","","instructions","2","6313","0.0-2.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2249}]","2249","","","","","","","","","",""
"true","","","","","fullscreen","3","8247","0.0-3.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","930","","","","","","","","","",""
"","","","","","instructions","4","9530","0.0-4.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1282}]","1282","","","","","","","","","",""
"","","","","","instructions","5","10546","0.0-5.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1015}]","1015","","","","","","","","","",""
"","","","","","html-keyboard-response","6","14549","0.0-6.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","17554","0.0-7.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","21557","0.0-8.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","24560","0.0-9.0","B5E98DF9E03740D3A73454C0E2FD1A6F","019ce87d-7b70-7b50-a64d-3cada31c2f0b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","",""
