"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","14184","0.0-0.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","17624","0.0-1.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3437}]","3438","","","","","","","","","","","",""
"","","","","","instructions","2","24355","0.0-2.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":6726}]","6730","","","","","","","","","","","",""
"true","","","","","fullscreen","3","27075","0.0-3.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","1701","","","","","","","","","","","",""
"","","","","","instructions","4","31542","0.0-4.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":4465}]","4466","","","","","","","","","","","",""
"","","","","","instructions","5","52175","0.0-5.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":20631}]","20632","","","","","","","","","","","",""
"","","","","","html-button-response","6","56710","0.0-6.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","4532","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dinner_party_scheme","","","","","","","",""
"","","","","","html-keyboard-response","7","64714","0.0-7.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","dinner_party_scheme","schematic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","8","69722","0.0-8.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","72943","0.0-9.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","3218","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","flight_scheme","","","","","","","",""
"","","","","","html-keyboard-response","10","80954","0.0-10.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","flight_scheme","schematic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","11","85959","0.0-11.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","88702","0.0-12.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","2741","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","supermarket_scheme","","","","","","","",""
"","","","","","html-keyboard-response","13","96711","0.0-13.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","supermarket_scheme","schematic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","14","101716","0.0-14.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","104725","0.0-15.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","3006","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","16","112731","0.0-16.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","17","117734","0.0-17.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","119601","0.0-18.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","1865","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","19","127611","0.0-19.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","20","132618","0.0-20.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","21","135097","0.0-21.0","FD4B02308B98491CADA53F8BFEAB19A5","019db61b-fe2c-7be5-8de8-f459efbfecd0","019db609-2a35-76b9-807a-e0c4c153f4bb","","2477","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
