"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","2045","0.0-0.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","4333","0.0-1.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","[{""page_index"":0,""viewing_time"":2287}]","2288","","","","","","","","","","","","","",""
"","","","","","instructions","2","17750","0.0-2.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","[{""page_index"":0,""viewing_time"":13416}]","13417","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","20618","0.0-3.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","1864","","","","","","","","","","","","","",""
"","","","","","instructions","4","30215","0.0-4.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","[{""page_index"":0,""viewing_time"":9596}]","9596","","","","","","","","","","","","","",""
"","","","","","instructions","5","39666","0.0-5.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","[{""page_index"":0,""viewing_time"":9450}]","9450","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","43669","0.0-6.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","46416","0.0-7.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","2745","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","50419","0.0-8.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","53083","0.0-9.0","9330ACD4EADC47DDA28E0289C0A653F3","019cfa3c-ffe2-7656-9e6a-c199a7cb54ef","019cfa3a-388e-72ab-ad58-bdeb258f96cd","","2662","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","",""
